iso3,country,hdicode,region,hdi_rank_2021,hdi_1990,hdi_2021,le_1990,le_2021,eys_1990,eys_2021,mys_1990,mys_2021,gnipc_1990,gnipc_2021,gdi_group_2021,gdi_1990,gdi_2021,hdi_f_1990,hdi_f_2021,le_f_1990,le_f_2021,eys_f_1990,eys_f_2021,mys_f_1990,mys_f_2021,gni_pc_f_1990,gni_pc_f_2021,hdi_m_1990,hdi_m_2021,le_m_1990,le_m_2021,eys_m_1990,eys_m_2021,mys_m_1990,mys_m_2021,gni_pc_m_1990,gni_pc_m_2021,ihdi_2010,ihdi_2021,coef_ineq_2010,coef_ineq_2021,loss_2010,loss_2021,ineq_le_2010,ineq_le_2021,ineq_edu_2010,ineq_edu_2021,ineq_inc_2010,ineq_inc_2021,gii_rank_2021,gii_1990,gii_2021,mmr_1990,mmr_2021,abr_1990,abr_2021,se_f_1990,se_f_2021,se_m_1990,se_m_2021,pr_f_1990,pr_f_2021,pr_m_1990,pr_m_2021,lfpr_f_1990,lfpr_f_2021,lfpr_m_1990,lfpr_m_2021,rankdiff_hdi_phdi_2021,phdi_1990,phdi_2021,diff_hdi_phdi_1990,diff_hdi_phdi_2021,co2_prod_1990,co2_prod_2021,mf_1990,mf_2021,pop
HUN,Hungary,Very High,,46,0.72,0.846,69.3715,74.5301,11.12654018,15.0336281,9.479980469,12.24958992,18323.85726,32789.01063,1,0.976,0.987,0.710705819,0.840092841,73.7777,77.9211,11.17401028,15.30526079,9.099840164,12.09698963,13543.63359,25908.86843,0.728068795,0.850884145,65.1437,71.1047,11.08137989,14.77280122,9.919340134,12.42362022,23498.2345,40262.24876,0.768,0.792,7.121841671,6.37034972,7.246376812,6.382978723,5.072165012,3.953909159,4.08192,2.86309,12.21144,12.29405,55,0.339,0.221,23,12,38.126,22.148,34.1101849,97.61313629,46.45778108,98.82952881,11.39896373,13.06532663,88.60103627,86.93467337,46.525,52.064,62.501,67.21,23,0.64,0.755,11.11111111,10.75650118,7.056426064,4.99728219,12.97,15.27,9689
IDN,Indonesia,High,EAP,114,0.526,0.705,63.1807,67.5703,10.07166958,13.74889386,3.219540119,8.556509972,4202.15015,11466.06836,3,0.861,0.941,0.482909811,0.680843112,64.7919,69.7437,9.61421827,13.83131392,2.459719896,8.206930161,2664.668989,7905.917421,0.561159676,0.723345599,61.6041,65.5327,10.52912089,13.67382635,4.002449989,8.912110329,5729.23954,14975.81343,,0.585,,16.86744309,,17.0212766,18.01467323,13.23504257,20.92645685,17.25001669,,20.11727,110,0.6,0.444,364,177,74.708,33.929,13.83498001,51.00518036,24.5488205,58.21279907,11.4,21.04347826,88.6,78.95652174,50.371,53.704,82.513,81.668,21,0.515,0.672,2.091254753,4.680851064,0.828409579,2.155208427,3.15,6.77,275774
IND,India,Medium,SA,132,0.434,0.633,58.6516,67.2398,7.996357701,11.87462044,2.78157628,6.655109195,1790.407349,6589.980037,5,0.707,0.849,0.347082196,0.566684748,59.5366,68.8864,6.536914456,11.94211006,1.793044518,6.251538841,748.4095645,2277.265524,0.491182016,0.667813533,57.876,65.7563,9.352672364,11.81324005,3.620608856,7.228794054,2764.057029,10632.93291,0.404,0.475,29.0744413,24.39381027,29.73913043,24.96050553,25.6433239,16.93670082,42.42,36.87573,19.16,19.369,122,0.71,0.49,599,133,122.287,17.234,12.81939489,41.82268012,27.12930048,53.83470565,7.341772152,13.44430218,92.65822785,86.55569782,30.443,19.233,84.227,70.092,6,0.426,0.609,1.843317972,3.791469194,0.662467546,1.769409088,3.14,5.23,1375586
IRL,Ireland,Very High,,8,0.737,0.945,74.8418,81.9976,12.34974957,18.94522095,7.011522967,11.58222303,23391.17612,76168.98443,1,0.955,0.987,0.715865327,0.934275848,77.7199,83.7675,12.52105045,19.23660088,7.11631496,11.78455323,13250.06599,61104.49396,0.749389754,0.946695538,72.1086,80.2476,12.18692017,18.64551926,6.941162044,11.36747134,33660.43614,91505.92493,0.84,0.886,6.95795578,6.161783203,7.079646018,6.243386243,3.850567341,2.825729609,3.23114,3.39666,13.79216,12.26296,21,0.211,0.074,7,5,15.814,5.941,56.91955915,88.12758125,52.24088018,85.95681296,13.71681416,27.27272727,86.28318584,72.72727273,38.399,56.526,74.789,68.573,-58,0.612,0.682,16.96065129,27.83068783,9.383275157,6.753775883,21.83,49.25,5124
IRN,Iran (Islamic Republic of),High,SA,76,0.601,0.774,64.3665,73.8749,10.08364157,14.61524963,5.738566289,10.63645314,8631.088966,13000.7117,5,0.719,0.88,0.485137885,0.704065865,66.3201,76.8085,9.644306246,14.69062996,4.604464176,10.61832691,1430.884274,3767.39946,0.67427572,0.79971899,62.6113,71.2463,12.75392484,14.53594971,6.756709446,10.65504347,15540.53639,22040.70965,,0.686,,11.07722438,,11.36950904,12.08422947,8.532962799,5.06605578,4.984428444,,19.71428189,115,0.708,0.459,122,16,85.872,30.155,26.76286389,71.59315863,42.39185154,75.97091206,4.887218045,5.594405594,95.11278195,94.40559441,10,14.354,81.763,68.086,-4,0.564,0.677,6.15640599,12.53229974,3.724637046,8.870210046,7.25,13.16,86018
IRQ,Iraq,Medium,AS,121,0.528,0.686,58.4355,70.3779,9.614478,12.08747317,3.500112928,7.905593489,7251.989012,9977.249073,5,,0.803,,0.585138844,63.7006,72.4219,,11.4617644,2.280221106,7.248047674,1075.510378,2184.125075,,0.728293315,53.5423,68.2004,,12.67899669,4.567255208,8.426082131,13600.32621,17748.48377,,0.554,,18.80229155,,19.24198251,19.10188293,13.98201466,,29.74591,,12.67895,145,0.721,0.558,162,79,71.342,62.192,14.14126805,42.03605395,28.32865541,52.86165844,6.4,28.87537994,93.6,71.12462006,8.282,11.078,77.496,71.763,0,0.507,0.622,3.977272727,9.329446064,2.816274284,5.241572172,4.15,11.87,41191
ISL,Iceland,Very High,,3,0.811,0.959,78.1628,82.6782,14.23715019,19.16305923,8.700439292,13.76716995,31635.6394,55782.04981,1,0.975,0.976,0.799509655,0.946935585,80.7867,84.1804,14.21138609,20.27153015,8.722245695,13.86952972,24564.31192,47135.91424,0.819945555,0.970604052,75.612,81.2138,14.2629143,18.09046936,8.670548756,13.67177963,38652.2491,64004.12858,0.844,0.915,6.205160042,4.556437474,6.430155211,4.588112617,2.836820126,1.954472423,2.5442,2.20077,13.23446,9.51407,8,0.187,0.043,8,4,32.803,5.395,71.51474355,99.76841736,69.58531632,99.66255188,25.3968254,47.61904762,74.6031746,52.38095238,67.733,61.671,80.827,70.463,-91,0.499,0.633,38.47102343,33.99374348,8.737350172,8.603839493,68.91,59.61,385
ISR,Israel,Very High,,22,0.787,0.919,77.1942,82.255,12.87395,16.05088997,9.903128995,13.3448664,20864.37796,41523.74319,1,0.914,0.992,0.753485718,0.914945896,78.9722,84.2953,13.10540009,16.72323036,8.971631928,13.38325237,13642.48253,34959.69865,0.82478502,0.921975238,75.3309,80.1535,12.65357018,15.40869045,11.63989276,13.30354585,28304.08264,48125.88807,0.779,0.815,12.42604893,10.86813024,12.86353468,11.31664853,3.751676798,3.198390722,8.52947,6.272,24.997,23.134,22,0.27,0.083,12,3,20.344,7.614,84.84979411,91.55364866,88.67810816,93.70608839,7.5,28.33333333,92.5,71.66666667,46.22,58.518,71.774,66.075,-8,0.638,0.744,18.93265565,19.04243743,8.053407632,6.510389017,28.15,30.76,9619
ITA,Italy,Very High,,30,0.778,0.895,76.9909,82.8502,12.81748009,16.22678947,7.439056506,10.7401104,36208.56056,42839.51441,2,0.942,0.97,0.751196094,0.879184172,80.2526,85.0955,12.80809975,16.5740509,7.017865879,10.60560989,21183.90201,31099.86552,0.797316003,0.906110064,73.635,80.5189,12.8267498,15.90188026,7.940597827,10.8870697,52154.98891,55186.53743,0.778,0.791,11.51876656,11.22130912,11.79138322,11.62011173,3.340169668,2.737157345,13.12758,10.05442,18.08855,20.87235,13,0.212,0.056,7,2,9.021,3.993,43.44856189,78.6272583,54.72894949,86.09230804,10.041841,35.26315789,89.958159,64.73684211,34.97,39.89,65.713,57.592,25,0.665,0.813,14.52442159,9.162011173,7.704879779,5.02491109,19.25,11.85,58853
JAM,Jamaica,High,LAC,110,0.659,0.709,72.3041,70.5003,11.27081967,13.40492042,6.683423858,9.154628661,8141.983321,8834.47567,1,,0.99,,0.703788217,73.3589,72.543,,13.72101442,6.754770498,9.744774949,6249.96489,6982.251341,,0.710547842,71.19,68.469,,13.08882643,6.605253376,8.530893495,10103.08237,10715.46988,,0.591,,15.73566602,,16.64315938,10.93153572,8.725048065,,6.51579,,31.96616,80,0.471,0.335,81,80,104.445,32.764,33.04823387,74.33101903,29.25646367,66.38198168,12.34567901,30.95238095,87.65432099,69.04761905,62.35,56.095,76.849,70.003,14,0.614,0.663,6.828528073,6.488011283,3.110534046,2.508977035,9.87,9.95,2734
JOR,Jordan,High,AS,102,0.622,0.72,69.8538,74.2563,11.23939991,10.64655972,5.005190277,10.44668007,7568.222007,9923.714974,5,0.81,0.887,0.536362301,0.663218429,71.2873,76.7726,11.4414196,10.84105015,3.975679896,10.07157993,2053.363527,3778.064874,0.662322154,0.747658804,68.4601,72.1277,11.0671196,10.45506954,5.946856925,10.8373003,12797.34796,15631.27965,0.59,0.617,18.46345628,14.20510318,18.62068966,14.30555556,11.91417885,9.261599541,22.4,15.44186,21.07619,17.91185,118,0.671,0.471,97,46,54.236,25.369,28.39913899,77.37870026,39.64258075,84.21157074,1.666666667,11.79487179,98.33333333,88.20512821,13.865,13.469,63.373,62.322,20,0.58,0.683,6.752411576,5.138888889,2.93794817,2.497997184,9.96,7.03,11363
JPN,Japan,Very High,,19,0.845,0.925,78.9838,84.7839,13.01529026,15.22162588,11.6402998,13.36610034,35578.79714,42274.29134,2,0.951,0.97,0.820826447,0.907973256,81.8645,87.7313,12.7910748,15.19815139,11.34074974,13.30556444,23660.96804,30620.80675,0.862893729,0.936097221,75.9416,81.8018,13.23950572,15.2438166,11.96374035,13.42565598,47884.75279,54596.84435,,0.85,,7.894689109,,8.108108108,3.186790943,2.510178328,,4.511,14.557639,16.662889,22,0.162,0.083,13,5,3.484,2.903,63.41,95.86,68.18,92.72,7.712765957,14.24541608,92.28723404,85.75458392,50.076,53.3,77.163,71.031,8,0.7,0.792,17.15976331,14.37837838,9.300872799,8.149938667,22.26,18.18,125104
KAZ,Kazakhstan,Very High,ECA,56,0.673,0.811,64.8758,69.3622,12.53703022,15.76500034,7.394921251,12.34756189,13703.11871,23942.81837,1,,0.998,,0.808860452,69.5009,73.0814,,16.04249954,7.013328839,12.37770421,10964.13997,18976.34734,,0.810586606,60.1805,65.4761,,15.49851036,7.879161846,12.31332986,16657.20552,29305.12694,0.671,0.755,12.40355639,6.925083065,12.51629726,6.905055487,12.94566917,7.268719196,6.94,3.16666,17.325,10.33987,41,0.427,0.161,72,10,51.613,21.877,56.21051336,99.82169344,64.80001118,99.98009664,11.40350877,24.51612903,88.59649123,75.48387097,64.742,63.27,75.768,75.518,-52,,0.59,,27.25030826,17.1791407,15.51581435,,34.41,19369
KEN,Kenya,Medium,SSA,152,0.474,0.575,58.6145,61.427,7.605321279,10.69855835,3.72,6.652,3448.048818,4473.570344,3,0.864,0.941,0.438852629,0.557213852,60.4436,64.0899,7.245277832,10.34585953,2.53,6.064,2868.028798,3873.191056,0.507934718,0.592213974,56.7439,58.9354,7.97371787,11.05279836,5.01,7.26,4039.348896,5084.167477,0.385,0.426,29.25035904,25.6850841,29.35779817,25.91304348,25.76788712,21.01152229,26.01787,22.89552,35.96532,33.14821,128,0.716,0.506,728,342,127.235,64.185,9.620397367,31.07780546,25.0330045,37.66723653,2.97029703,23.24455206,97.02970297,76.75544794,69.448,70.984,76.956,75.564,7,0.465,0.561,1.898734177,2.434782609,0.239717636,0.300273588,3.71,4.62,47564
KGZ,Kyrgyzstan,Medium,ECA,118,0.638,0.692,64.2722,69.9774,12.02089977,13.1953001,9.171267886,11.37410556,5142.118591,4566.303831,2,,0.966,,0.674734308,67.6555,74.3515,,13.43486977,8.819180189,11.6026467,3615.022355,2863.191224,,0.698277778,60.7389,65.8,,12.96424961,9.725143889,11.13378012,6782.621001,6331.487189,0.558,0.627,15.69967546,9.226713037,15.96385542,9.393063584,16.45799637,10.48529911,6.587,3.36425,24.05403,13.83059,87,0.493,0.37,74,60,50.865,34.697,71.1358684,100,83.05540295,99.80193376,4.761904762,20.45454545,95.23809524,79.54545455,50.162,42.141,71.029,71.67,18,,0.658,,4.913294798,4.42934127,1.763865121,,7.82,6800
KHM,Cambodia,Medium,EAP,146,0.378,0.593,55.4341,69.5835,7.032154138,11.46772,2.69,5.088,1007.601253,4078.697154,3,,0.926,,0.569886597,57.9867,72.2907,,11.00490454,1.72,4.366,857.2488122,3463.508562,,0.615205049,52.5776,66.8186,,11.93053546,4.09,5.882,1172.491911,4706.237922,0.411,0.479,23.7495282,19.00450602,23.88888889,19.22428331,22.62943459,15.36655807,28.3292,27.30485,20.28995,14.34211,116,0.679,0.461,879,160,82.908,45.453,4.63,18.32,13.26,31.7,5.833333333,19.78609626,94.16666667,80.21390374,76.703,73.96,81.727,85.918,5,0.372,0.573,1.587301587,3.372681282,0.1404252,0.916659614,3.42,5.7,15552
KIR,Kiribati,Medium,EAP,136,,0.624,60.9174,67.4172,10.44217968,11.801993,,7.984461822,1877.076693,4062.586034,,,,,,62.5088,69.0959,10.50697041,12.426346,,,,,,,59.2775,65.504,10.37936974,11.252668,,,,,,0.516,,17.15409705,,17.30769231,27.40062332,22.46889114,21.38,9.63653,,19.35687,,,,214,92,59.382,40.477,,,,,0,6.666666667,100,93.33333333,,,,,,,,,,0.303646409,0.56992524,,,121
KNA,Saint Kitts and Nevis,High,LAC,75,,0.777,65.1875,71.6822,12.69515827,15.42769157,,8.662745,16158.29547,23358.33212,,,,,,67.6097,75.3413,12.46782251,15.99400249,,,,,,,62.7784,68.3456,12.92568753,14.9184988,,,,,,,,,,,10.15888977,7.958518505,,,,,,,,,,80.441,38.154,,,,,13.33333333,25,86.66666667,75,,,,,,,,,,2.639409821,3.985789207,,,48
KOR,Korea (Republic of),Very High,,19,0.737,0.925,71.9401,83.6978,13.58104992,16.52173996,9.27328968,12.51293027,12641.31667,44500.93187,3,0.897,0.944,0.689430617,0.893687774,76.4043,86.7603,12.82516956,16.06004906,8.084269524,11.86020016,6540.419801,29299.89347,0.768998729,0.9471206,67.5036,80.3864,14.29572964,16.92740059,10.53159046,13.17625373,18692.22743,59737.33704,0.795,0.838,10.50091227,9.264535208,10.6741573,9.405405405,3.615665913,2.827563286,10.6370709,8.836042338,17.25,16.13,15,0.298,0.067,25,11,4.081,2.211,57.5,83.08193619,77.5788269,93.09085515,3.010033445,19,96.98996656,81,46.721,53.391,73.602,72.448,-4,0.662,0.752,10.17639077,18.7027027,5.835934916,11.65622391,12.64,22.01,51639
KWT,Kuwait,Very High,AS,50,0.718,0.831,73.2805,78.6729,10.94134045,15.32443332,5.641944529,7.328022618,43678.51047,52919.76137,1,0.935,1.009,0.687631651,0.830933447,76.7993,81.4628,10.85579967,16.98758886,5.420724701,8.123162299,20914.01033,28085.58009,0.735460757,0.823823695,70.7928,77.1925,11.04071045,13.88226562,5.796702449,6.93646169,61727.55453,68826.81822,,,,,,,6.587255955,5.555344582,24.47025119,22.10817735,,,74,0.591,0.305,11,12,27.376,5.638,41.94542949,60.90419675,45.11243978,55.1536148,0,1.538461538,100,98.46153846,43.837,47.428,81.223,83.804,-100,0.487,0.452,32.17270195,45.60770156,18.04333799,20.82510746,41.03,65.32,4671
LAO,Lao People's Democratic Republic,Medium,EAP,140,0.405,0.607,53.7128,68.0608,6.586619854,10.13611031,3.09,5.374,1944.015486,7699.579617,3,0.813,0.949,0.359066408,0.590907405,55.0786,70.0778,5.500060081,9.9354496,1.93,5.008,1671.529831,6756.891319,0.441916002,0.622723509,52.3353,66.1536,7.178339958,10.33197975,4.34,5.764,2216.21147,8627.13168,0.403,0.459,26.79786279,24.17681998,26.86025408,24.38220758,28.61852837,20.62915993,31.21,31.31796,20.56506,20.58334,120,,0.478,835,185,102.956,73.175,5.97,37.66,18.85,47.74,,21.95121951,,78.04878049,80.945,74.785,82.634,78.093,-3,0.396,0.559,2.222222222,7.907742998,0.120456351,4.652122998,4.68,9.64,7338
LBN,Lebanon,High,AS,112,,0.706,64.4747,75.0472,11.71200857,11.28587,,8.718636,9196.571176,9525.831467,5,,0.882,,0.649614298,71.7129,77.2512,11.888,11.11914,,8.4842,3156.991547,3814.522565,,0.736555974,58.0445,72.8466,11.5505,11.4526,,8.9158,15437.8085,15585.79769,,,,,,,7.174997807,5.557227612,,6.177,29.985,,108,,0.432,50,29,50.796,20.306,,54.31374759,,55.56182719,2.34375,4.6875,97.65625,95.3125,19.077,20.75,72.128,64.332,2,,0.646,,8.498583569,2.807019797,3.804777564,10.81,12.4,5490
LBR,Liberia,Low,SSA,178,,0.481,36.6883,60.7472,,10.42078972,2.6,5.082,1825.789144,1288.74235,5,,0.871,,0.446593576,44.2192,62.0722,,10.12086582,1.19,3.866,1438.244067,1061.548441,,0.512798524,31.2055,59.4109,,10.75482082,4.08,6.308,2219.940717,1517.963775,0.3,0.33,33.69780515,30.66384255,34.7826087,31.39293139,35.70941544,30.12607765,46.38,42.11968,19.004,19.74577,164,,0.648,1180,661,165.303,123.38,8.4,20.76,30.21,39.16,,9.708737864,,90.29126214,71.24,69.782,84.151,79.717,3,,0.474,,1.455301455,0.225019172,0.199498545,2.98,2.71,4661
LBY,Libya,High,AS,104,0.666,0.718,69.4231,71.9112,14.01656053,12.85428,3.81,7.599985,14478.84909,15335.712,1,,0.975,,0.708031742,71.8292,74.3956,,13.06487113,2.73,8.47,7145.314027,9569.732068,,0.726310597,67.3722,69.6305,,12.64368887,4.76,7.214,20858.62701,20960.07529,,,,,,,10.61532497,7.824037075,,,,,61,,0.259,98,72,14.348,6.93,16.99,70.4920975,27.64,45.05386134,,15.95744681,,84.04255319,28.973,34.119,62.319,60.969,-12,0.598,0.626,10.21021021,12.81337047,8.230018025,7.381523009,9.06,16.08,6812
LCA,Saint Lucia,High,LAC,106,0.69,0.715,70.3261,71.1114,13.84337435,12.86610985,6.565525952,8.545040131,10542.20907,12048.30381,1,0.963,1.011,0.672911012,0.718726697,72.4608,74.7166,14.46112189,13.35690022,6.62215704,8.804559708,6777.774118,9990.617758,0.698973332,0.710892671,68.095,67.8378,13.22899515,12.37703991,6.502089164,8.290690422,14423.50522,14146.97469,,0.559,,21.32341215,,21.81818182,11.87806225,9.268698692,26.66745775,27.30567775,,27.39586,91,0.477,0.381,74,117,102.691,36.918,24.47870989,49.85380936,22.32230394,43.81652069,14.28571429,24.13793103,85.71428571,75.86206897,48.242,63.158,78.66,73.228,,,,,,1.300825967,2.395617202,,,179
LIE,Liechtenstein,Very High,,16,,0.935,75.8628,83.2575,,15.18157005,10.44884215,12.53854,86898.22707,146829.7006,,,,,,79.5099,85.35,,14.16571045,,,,,,,72.1768,81.101,,16.17333984,,,,,,,,,,,5.764305115,4.739531994,,,,,,,,,,6.884,3.019,,,,,4,28,96,72,,,,,,,,,,6.911320296,3.698331935,,,39
LKA,Sri Lanka,High,SA,73,0.636,0.782,71.9268,76.3991,11.24841313,14.13990486,8.174521818,10.82730007,3857.335366,12578.22055,3,0.956,0.949,0.619821686,0.754666487,77.0811,79.5018,11.35298713,14.49209703,7.748461393,10.83043003,2637.977677,7004.61099,0.648140002,0.794880643,67.7387,73.1101,11.15153513,13.78702118,8.541575927,10.82703018,5054.534847,18573.30255,,0.676,,13.18638698,,13.55498721,8.065412521,5.198720932,,11.99693,,22.36351,92,0.469,0.383,80,36,30.326,15.65,50.19728095,83.96347046,55.77270608,84.23522186,5.333333333,5.381165919,94.66666667,94.61883408,45.128,30.897,77.591,68.495,46,0.63,0.761,0.943396226,2.685421995,0.221104132,0.985665463,1.73,4.36,22156
LSO,Lesotho,Low,SSA,168,0.479,0.514,59.3983,53.062,8.651200294,12.04087801,4.10912389,6.010184707,2391.73844,2700.435748,1,1.072,0.985,0.497296489,0.511123839,63.9275,55.9266,9.51074028,12.43076407,4.583729556,6.56167247,2140.268935,2106.602857,0.464079706,0.519143817,55.3279,50.3736,7.790569782,11.66055444,3.914438867,5.982824978,2651.184951,3310.125224,0.299,0.372,35.39865415,27.39429777,35.97430407,27.62645914,34.85679245,33.0491333,24.3,19.55712,47.03917,29.57664,144,0.589,0.557,599,544,85.521,89.568,11.43489233,27.18479273,9.795677626,24.55728122,11.2244898,22.87581699,88.7755102,77.12418301,67.12,56.071,83.794,71.343,,,,,,0.864506291,1.019209252,,,2306
LTU,Lithuania,Very High,,35,0.734,0.875,71.0085,73.7201,12.84978008,16.28506088,9.163519754,13.49810028,15372.70508,37931.30359,2,,1.03,,0.887521885,76.1298,78.775,,16.73283958,8.707357458,13.58351994,11593.98655,33891.36872,,0.861661897,65.7571,68.7778,,15.85984993,9.759219476,13.39519978,19628.02744,42500.04326,0.753,0.8,10.27996761,8.316025071,10.57007126,8.571428571,5.770692825,4.317045212,4.96892,3.57741,20.10029,17.05362,30,0.32,0.105,28,8,41.314,10.377,64.29534342,95.53431702,72.4569474,97.90854645,17.51824818,27.65957447,82.48175182,72.34042553,52.756,57.338,69.033,67.865,-34,,0.679,,22.4,9.677316367,5.069079734,,40.13,2839
LUX,Luxembourg,Very High,,17,0.786,0.93,75.6045,82.6287,10.5273252,14.39813995,8.820647886,13.01519217,60748.57162,84649.47467,1,,0.993,,0.924607692,78.6165,84.8055,,14.38416004,8.320624086,13.0062666,33774.32766,70117.37449,,0.931456058,72.4109,80.4463,,14.41333008,9.350241465,13.02411775,88829.28202,98991.3462,0.846,0.85,7.202117789,8.413193197,7.236842105,8.602150538,3.747743368,3.870309591,6.30828,4.71707,11.55033,16.6522,9,0.213,0.044,12,5,14.273,4.304,48.52807852,100,61.56786805,100,20,35,80,65,33.551,58.481,67.62,65.544,-73,0.474,0.645,39.69465649,30.64516129,30.96799034,13.05892539,36.87,45.47,645
LVA,Latvia,Very High,,39,0.73,0.863,69.1956,73.5786,12.66884041,16.20252991,9.157942743,13.25271988,17548.40684,32803.23423,1,1.009,1.025,0.730684289,0.872905527,74.4558,77.8257,12.82563293,16.7930603,9.232491551,13.56832981,12977.14782,27882.28493,0.724058102,0.851825526,63.7292,69.2021,12.51204789,15.63866997,9.083393934,12.89021969,22884.06355,38506.11171,0.737,0.792,10.17965312,7.961744167,10.55825243,8.227114716,6.020599365,4.207252502,3.57961,2.22774,20.93875,17.45024,40,0.415,0.151,47,19,51.658,11.216,61.8399398,99.7160358,64.0420454,99.27289181,9,29,91,71,49.744,54.542,67.818,66.827,-8,,0.716,,17.03360371,7.37918939,3.590715291,,31.04,1895
MAR,Morocco,Medium,AS,123,0.447,0.683,62.4478,74.0419,6.517419815,14.15190983,2.11,5.916,3707.987309,7302.81917,5,0.721,0.861,0.364455374,0.621251796,64.0194,76.3977,5.282380104,13.91057014,1.38,4.988,1350.648876,3193.533301,0.505294114,0.721809682,60.9616,71.8927,7.706960201,14.39321041,2.91,6.866,6070.858886,11356.02315,0.424,0.504,28.46393929,25.09769131,29.68490879,26.2079063,16.59181786,10.91862392,45.8,41.87093,23,22.50352,104,0.741,0.425,302,70,44.386,25.936,9.14,30.92,16.91,37.12,0.672268908,20.38834951,99.32773109,79.61165049,23.042,22.009,80.205,65.95,22,0.436,0.652,2.460850112,4.538799414,0.898842453,1.74845085,3.75,6.95,36807
MCO,Monaco,,,,,,75.8078,85.9463,,,,,,,,,,,,80.9624,87.6773,,,,,,,,,71.1001,84.3428,,,,,,,,,,,,,4.473114967,3.428432703,,,,,,,,,,13.263,7.162,,,,,5.555555556,33.33333333,94.44444444,66.66666667,,,,,,,,,,,,,,39
MDA,Moldova (Republic of),High,ECA,80,0.653,0.767,68.0673,68.8459,7.134404363,14.43299961,9.123799733,11.82159042,14243.82394,14875.33189,1,0.962,1.01,0.640348715,0.770773099,71.5641,73.5466,7.054640348,14.75263023,8.674838092,11.85783958,11522.59507,12086.96092,0.665818916,0.763199634,64.3023,64.4433,7.246797722,14.12357998,9.755226572,11.78106976,17323.74272,17961.16854,0.659,0.711,9.689213158,7.297466136,9.726027397,7.301173403,10.69036293,8.885082245,3.573789055,2.570094084,14.80348749,10.43722208,51,0.46,0.205,52,19,56.296,27.795,68.63106883,96.11180878,78.44461988,97.96125793,4.807692308,39.6039604,95.19230769,60.3960396,53.226,33.877,61.187,43.932,44,,0.748,,2.477183833,8.391538871,1.275891722,,3.41,2597
MDG,Madagascar,Low,SSA,173,,0.501,51.7009,64.4853,6.326340199,10.13499142,,5.120468534,1781.244735,1483.520983,2,,0.956,,0.489879193,53.1152,66.8701,6.155250072,10.1833395,,4.914466457,1493.59857,1283.799532,,0.512325749,50.3871,62.2341,6.497099876,10.08976666,,5.339324566,2064.595817,1682.329777,0.335,0.367,31.91720241,26.85263932,31.91056911,26.74650699,29.57626724,23.65509796,30.1,29.34582,36.07534,27.557,143,,0.556,758,335,133.152,119.429,,27.31361738,,29.75999953,3.731343284,17.15976331,96.26865672,82.84023669,84.414,81.531,89.718,87.595,5,,0.497,,0.798403194,0.080150825,0.132880633,3.11,1.51,26923
MDV,Maldives,High,SA,90,,0.747,63.5777,79.9182,,12.63560963,4.04,7.322,8184.507833,15448.12788,3,,0.925,,0.708976174,64.307,81.0193,,14.17418957,3.63,7.12,2659.689288,6358.736535,,0.76638536,63.0047,79.082,,11.93892956,4.42,7.528,13282.94543,22119.14901,0.516,0.594,23.81444163,19.76629861,25,20.48192771,8.326294899,4.133515835,39.96557,29.31948,23.15146,25.8459,83,0.713,0.348,571,53,127.591,7.291,24.1183024,46.40092391,25.71646343,41.46901102,6.25,4.597701149,93.75,95.40229885,20.18,34.326,77.157,67.494,,,,,,0.771695391,3.32350373,,,383
MEX,Mexico,High,LAC,86,0.662,0.758,69.9707,70.2127,10.94775963,14.86443996,5.953360081,9.221050262,14478.93425,17896.29498,1,0.906,0.989,0.622553941,0.752508708,73.6469,74.8637,10.67898621,15.21201038,5.51722002,9.096670151,6832.547358,12455.76625,0.68697799,0.761102122,66.5326,66.0556,11.21653305,14.51403046,6.429399967,9.358039856,22372.277,23600.05963,0.589,0.621,20.67239127,17.59461132,21.04557641,18.07387863,12.16616344,9.496991158,17.45384438,13.48795481,32.397166,29.798888,75,0.505,0.309,66,33,82.102,54.369,29.70005989,65.05142212,35.81922913,66.72071075,13.85350318,49.84076433,86.14649682,50.15923567,33.302,43.809,83.589,75.415,21,0.618,0.704,6.64652568,7.124010554,3.776871228,2.76863785,8.37,10.85,128534
MHL,Marshall Islands,Medium,EAP,131,,0.639,62.1758,65.2688,,10.2393198,,10.88313961,3882.06304,4619.535393,,,,,,65.4765,67.1997,,10.37392998,,10.70687008,,,,,59.4569,63.6922,,10.1091404,,11.05574989,,,,,,,,,20.8083744,17.46094704,,4.779338113,,,,,,,,136.004,58.035,,91.6442337,,92.46858215,,6.060606061,,93.93939394,,,,,,,,,,,2.555837135,,,39
MKD,North Macedonia,High,ECA,78,,0.77,71.1968,73.8415,10.3518902,13.62443234,4.605396198,10.22815037,,15917.75283,3,,0.945,,0.746188014,73.7616,76.1561,10.21866788,13.86275189,,9.653639793,,11146.83902,,0.789290229,68.8259,71.6616,10.48046712,13.39966973,,10.8074398,,20715.67172,,0.686,,10.64682541,,10.90909091,5.926739216,4.415046215,17.466,8.36817,,19.15726,37,0.425,0.134,16,7,44.852,16.367,28.692383,61.9025116,44.46960172,75.12754822,3.333333333,41.66666667,96.66666667,58.33333333,45.473,42.397,68.317,63.444,15,,0.707,,8.181818182,7.105601164,3.430253041,,12.29,1833
